relation,a,b,c,d
1_pa.pa,vah,uhyaDvam,svan,svanyaDvam
1_A.pa,BrAj,BrAjyAt,ven,venyAt
6_pa.pa,il,ilyeyAtAm,kuw,kuwyeyAtAm
3_A.pa,hA,hAyeta,mA,mIyeta
10_A.pa,spaS,spaSyemahi,Barts,Bartsyemahi
9_A.pa,lU,aluni,vf,avfRi
5_pa.pa,Sak,Sekiva,spf,paspariva
3_pa.pa,viz,viveza,pF,papAra
9_pa.pa,aS,aSyeran,grah,gfhyeran
1_A.pa,ven,venyAsuH,DAv,DAvyAsuH
9_A.pa,lU,lulAva,prI,piprAya
4_A.pa,ri,rIyeta,mfz,mfzyeta
5_A.pa,kf,kfRvate,aS,aSnuvate
3_A.pa,nij,nenijImahi,mA,mimImahi
1_A.pa,BrAj,BrAjyeya,DAv,DAvyeya
1_pa.pa,svan,svanizyAvaH,raYj,raNkzyAvaH
3_A.pa,hA,hAyante,nij,nijyante
7_A.pa,kzud,kzundvaH,vic,viYcvaH
2_A.pa,hnu,hnozyase,duh,Dokzyase
10_pa.pa,kaRq,akaRqayAmahi,guRq,aguRqayAmahi
5_A.pa,kf,cakrAte,aS,AnaSAte
10_pa.pa,kaRq,kaRqyeTe,spfh,sparhyeTe
9_A.pa,prI,pipriyiDve,vf,vavfDve
4_pa.pa,pluz,pluzyAsma,snih,snihyAsma
4_pa.pa,Sliz,SlezwAraH,pluz,plozitAraH
3_A.pa,hA,jihAtAm,mA,mimAtAm
7_A.pa,vic,viviciva,tfd,tatfdiva
7_A.pa,kzud,kzotsye,vic,vekzye
6_A.pa,gur,gureyATAm,lip,limpeyATAm
10_pa.pa,guRq,guRqayasi,kaRq,kaRqayasi
2_A.pa,duh,duhIDvam,hnu,hnuvIDvam
2_A.pa,hnu,ahnuTAH,duh,adugDAH
9_pa.pa,dF,dfRITaH,aS,aSnITaH
4_A.pa,yuj,yuyujatuH,mfz,mamfzatuH
9_A.pa,prI,prIyantAm,vf,vriyantAm
2_pa.pa,kzRu,kzRuvantu,prA,prAntu
2_A.pa,duh,aduhyetAm,hnu,ahnUyetAm
8_A.pa,man,manyantAm,van,vanyantAm
7_pa.pa,und,OdyaDvam,vfj,avfjyaDvam
1_A.pa,BrAj,BrAjitvA,DAv,DOtvA
9_pa.pa,aS,aSyE,grah,gfhyE
5_pa.pa,daG,daGnuyAH,spf,spfRuyAH
8_pa.pa,san,asanuTAH,kzan,akzaRuTAH
9_A.pa,vf,avriye,prI,aprIye
6_A.pa,lip,alimpata,kfz,akfzata
2_A.pa,SI,SayyAH,hnu,hnUyAH
8_pa.pa,kzan,kzaRuyAma,san,sanuyAma
4_pa.pa,snih,snehizyaTaH,Sliz,SlekzyaTaH
8_pa.pa,kf,kartAsvaH,san,sanitAsvaH
4_pa.pa,Sliz,Slizyase,snih,snihyase
6_pa.pa,il,ilyAmahE,kuw,kuwyAmahE
4_pa.pa,pluz,apluzyan,snih,asnihyan
5_A.pa,ci,cIyete,kf,kriyete
1_A.pa,ven,venyaDvam,DAv,DAvyaDvam
4_pa.pa,pluz,apluzyanta,Sliz,aSlizyanta
10_A.pa,spaS,spaSyeTAH,kuts,kutsyeTAH
3_pa.pa,BI,BezyAmi,viz,vekzyAmi
4_A.pa,ri,retA,yuj,yoktA
9_pa.pa,grah,gfhyetAm,dF,dIryetAm
3_pa.pa,viz,vizyAstam,pF,pUryAstam
5_pa.pa,daG,daGnuhi,spf,spfRu
7_pa.pa,und,udyAsam,vfj,vfjyAsam
4_A.pa,ri,rezyAmi,yuj,yokzyAmi
5_pa.pa,daG,daGitArO,Sak,SaktArO
6_A.pa,gur,agurata,lip,alimpata
2_A.pa,hnu,hnUyeTe,SI,SayyeTe
3_pa.pa,viz,vizyAmahe,BI,BIyAmahe
5_pa.pa,daG,daGizyaTaH,spf,sparizyaTaH
10_pa.pa,kaRq,kaRqayeyuH,spfh,spfhayeyuH
7_A.pa,kzud,kzundyAtam,tfd,tfndyAtam
3_A.pa,mA,amimIvahi,hA,ajihIvahi
10_A.pa,kuts,kutsayaTaH,Barts,BartsayaTaH
9_A.pa,vf,avfRItAm,prI,aprIRItAm
5_A.pa,ci,cikyize,aS,AnaSize
2_A.pa,hnu,hnotAsTaH,duh,dogDAsTaH
8_pa.pa,san,asanvata,kf,akurvata
9_pa.pa,grah,gfhyAstAm,dF,dIryAstAm
9_A.pa,lU,luluve,prI,pipriye
6_A.pa,kfz,cakfzAte,gur,jugurAte
1_A.pa,DAv,daDAvivahe,BrAj,baBrAjivahe
1_pa.pa,raYj,rajyeTAm,svan,svanyeTAm
5_A.pa,kf,kriyete,aS,aSyete
1_pa.pa,raYj,rajAvaH,svan,svanAvaH
8_pa.pa,san,asanye,kzan,akzanye
10_A.pa,spaS,spaSayitAsTaH,Barts,BartsayitAsTaH
6_pa.pa,fz,fzyeta,kuw,kuwyeta
10_pa.pa,kaRq,kaRqayitvA,spfh,spfhayitvA
7_pa.pa,und,udyeTAH,Siz,SizyeTAH
5_pa.pa,Sak,SakyAstam,spf,sparyAstam
8_pa.pa,san,sanvIDvam,kf,kurvIDvam
10_A.pa,spaS,aspASayaDvam,Barts,aBartsayaDvam
10_pa.pa,spfh,spfhayasva,guRq,guRqayasva
10_pa.pa,guRq,aguRqyAvahi,spfh,asparhyAvahi
7_A.pa,tfd,tatardiTa,vic,viveciTa
1_A.pa,DAv,DAvyE,BrAj,BrAjyE
6_pa.pa,kuw,kuwyevahi,fz,fzyevahi
2_pa.pa,kzRu,kzRavizyataH,lA,lAsyataH
3_pa.pa,pF,apipaH,viz,avivew
7_A.pa,kzud,kzuRadmi,vic,vinacmi
8_pa.pa,kf,kurvanti,kzan,kzaRvanti
9_A.pa,vf,vriyate,prI,prIyate
4_A.pa,mfz,marzizyAmaH,ri,rezyAmaH
6_A.pa,gur,gureDvam,lip,limpeDvam
7_A.pa,kzud,akzundata,tfd,atfndata
2_A.pa,hnu,ahnuvi,duh,aduhi
9_A.pa,vf,avriyAmahi,lU,alUyAmahi
8_pa.pa,kf,akaroH,kzan,akzaRoH
2_A.pa,hnu,hnUyevahi,SI,Sayyevahi
7_A.pa,kzud,kzottAraH,vic,vektAraH
10_pa.pa,guRq,guRqyate,spfh,sparhyate
4_A.pa,yuj,yokzyaTa,mfz,marzizyaTa
2_pa.pa,prA,prAtu,lA,lAtu
10_pa.pa,spfh,spfhayetam,kaRq,kaRqayetam
1_A.pa,ven,venyeTe,DAv,DAvyeTe
7_pa.pa,vfj,vfjyAstAm,Siz,SizyAstAm
10_A.pa,Barts,Bartsayata,kuts,kutsayata
2_pa.pa,prA,prIyAstam,lA,lAyAstam
8_pa.pa,kf,kartAsmi,san,sanitAsmi
6_pa.pa,fz,fzyAstam,kuw,kuwyAstam
7_A.pa,kzud,kzundITAH,tfd,tfndITAH
10_pa.pa,kaRq,kaRqyeya,spfh,sparhyeya
2_A.pa,duh,duhyAsta,SI,SayyAsta
7_pa.pa,und,unadAva,vfj,vfRajAva
7_A.pa,kzud,cukzudiDve,vic,viviciDve
8_pa.pa,san,sanvantu,kzan,kzaRvantu
1_pa.pa,svan,svaneyuH,vah,vaheyuH
4_A.pa,ri,riryatuH,yuj,yuyujatuH
6_pa.pa,il,elitA,kuw,kowitA
4_pa.pa,Sliz,SiSlizaTuH,snih,sizRihaTuH
7_A.pa,vic,viNkTa,tfd,tfntTa
2_pa.pa,prA,prAyAtAm,kzRu,kzRuyAtAm
1_pa.pa,raYj,rajete,vah,vahete
2_A.pa,SI,SayImahi,duh,duhImahi
2_pa.pa,lA,lAyAma,kzRu,kzRuyAma
8_pa.pa,kzan,kzanyeya,kf,kriyeya
7_A.pa,tfd,tfdyevahi,vic,vicyevahi
3_A.pa,nij,nenijATAm,mA,mimATAm
7_A.pa,tfd,tfndyAta,vic,viYcyAta
2_A.pa,hnu,hnUyAmahe,duh,duhyAmahe
10_A.pa,kuts,kutsyaDve,Barts,BartsyaDve
6_A.pa,kfz,kfzyeTAH,gur,guryeTAH
5_A.pa,ci,cezyeTe,kf,karizyeTe
7_pa.pa,vfj,vavfja,Siz,SiSiza
1_pa.pa,raYj,rajemahi,vah,vahemahi
2_A.pa,hnu,hnUyAsuH,SI,SayyAsuH
1_pa.pa,raYj,rajAni,svan,svanAni
6_A.pa,kfz,kfzyantAm,lip,lipyantAm
1_A.pa,ven,venyete,DAv,DAvyete
7_pa.pa,und,udyantAm,Siz,SizyantAm
1_pa.pa,svan,svanataH,raYj,rajataH
2_A.pa,hnu,hnUyeya,duh,duhyeya
4_A.pa,ri,retAsTa,mfz,marzitAsTa
10_pa.pa,guRq,guRqayizyAmaH,kaRq,kaRqayizyAmaH
1_pa.pa,vah,uhyevahi,raYj,rajyevahi
2_pa.pa,lA,lAyeTe,kzRu,kzRuyeTe
4_pa.pa,snih,snihyE,Sliz,SlizyE
6_A.pa,lip,lipyase,gur,guryase
7_A.pa,vic,vicyeyAtAm,kzud,kzudyeyAtAm
1_A.pa,BrAj,BrAjyAmahE,ven,venyAmahE
10_A.pa,kuts,kutsayitArO,spaS,spaSayitArO
3_A.pa,nij,nekzyAvaH,mA,mAsyAvaH
8_pa.pa,kf,kurvIya,kzan,kzaRvIya
10_A.pa,kuts,kutsayAma,Barts,BartsayAma
4_A.pa,yuj,yujyAmi,mfz,mfzyAmi
7_pa.pa,und,udyeyATAm,Siz,SizyeyATAm
2_A.pa,SI,Sayyasva,duh,duhyasva
4_pa.pa,Sliz,SlizyatAm,pluz,pluzyatAm
2_A.pa,duh,duhatAm,SI,SeratAm
4_pa.pa,Sliz,SlizyeTe,snih,snihyeTe
2_A.pa,duh,duhyeDvam,hnu,hnUyeDvam
5_A.pa,aS,ASyaTAH,ci,acIyaTAH
4_A.pa,ri,arIyAmahi,mfz,amfzyAmahi
2_pa.pa,prA,papruH,kzRu,cukzRuvuH
1_pa.pa,vah,vahaTaH,raYj,rajaTaH
5_pa.pa,Sak,Sakye,daG,daGye
2_A.pa,duh,dogDA,hnu,hnotA
8_pa.pa,kf,cakfva,san,seniva
10_pa.pa,spfh,sparhyasva,guRq,guRqyasva
9_A.pa,lU,lavizyaDve,prI,prezyaDve
4_pa.pa,pluz,pluzyeyATAm,snih,snihyeyATAm
4_A.pa,mfz,marzitArO,yuj,yoktArO
10_pa.pa,spfh,aspfhayata,kaRq,akaRqayata
1_pa.pa,raYj,rajeyATAm,vah,vaheyATAm
2_A.pa,hnu,hnUyAstam,SI,SayyAstam
7_A.pa,kzud,kzudyete,vic,vicyete
3_pa.pa,pF,pipartu,viz,vivezwu
6_pa.pa,kuw,kuwasi,il,ilasi
5_A.pa,kf,kriyE,ci,cIyE
5_pa.pa,Sak,Sakzyanti,daG,daGizyanti
1_pa.pa,vah,uhyAmahE,svan,svanyAmahE
10_pa.pa,spfh,aspfhayat,guRq,aguRqayat
4_pa.pa,Sliz,SlizyeTe,pluz,pluzyeTe
1_A.pa,ven,venyate,DAv,DAvyate
8_pa.pa,san,sanuyAma,kf,kuryAma
3_pa.pa,viz,vizyAsta,BI,BIyAsta
10_A.pa,kuts,akutsyata,Barts,aBartsyata
9_pa.pa,aS,aSizyAvaH,grah,grahIzyAvaH
9_pa.pa,grah,gfhyAsta,aS,aSyAsta
10_A.pa,spaS,spaSayatAm,Barts,BartsayatAm
7_pa.pa,und,unattu,vfj,vfRaktu
6_pa.pa,fz,fzyAmahE,kuw,kuwyAmahE
9_A.pa,vf,avfRIvahi,prI,aprIRIvahi
9_A.pa,vf,vriyeyAtAm,lU,lUyeyAtAm
10_A.pa,kuts,kutsyatAm,Barts,BartsyatAm
1_A.pa,BrAj,BrAjyetAm,DAv,DAvyetAm
1_A.pa,BrAj,baBrAjize,DAv,daDAvize
1_A.pa,DAv,DAvyeya,ven,venyeya
5_pa.pa,Sak,Saknuhi,spf,spfRu
2_A.pa,hnu,hnuDve,SI,SeDve
6_A.pa,gur,guryeTAH,kfz,kfzyeTAH
10_A.pa,kuts,kutsyAmahe,spaS,spASyAmahe
6_A.pa,gur,jugurimahe,lip,lilipimahe
5_A.pa,kf,akfRvAtAm,aS,ASnuvAtAm
9_A.pa,prI,aprIyata,lU,alUyata
5_pa.pa,Sak,Sakyemahi,spf,sparyemahi
4_A.pa,ri,rIyate,yuj,yujyate
4_A.pa,mfz,mfzyase,yuj,yujyase
1_A.pa,DAv,DAvyase,BrAj,BrAjyase
2_A.pa,hnu,ahnumahi,duh,aduhmahi
3_A.pa,hA,hAyeyATAm,mA,mIyeyATAm
5_A.pa,aS,aSyAvahE,ci,cIyAvahE
3_A.pa,mA,amimIta,nij,anenikta
5_A.pa,kf,kartAsvaH,aS,aSitAsvaH
4_A.pa,mfz,marzitArO,ri,retArO
5_A.pa,aS,aSnuvAte,kf,kfRvAte
7_A.pa,tfd,tfdyevahi,kzud,kzudyevahi
1_A.pa,DAv,daDAvatuH,ven,vavenatuH
5_pa.pa,Sak,SakzyAmaH,spf,sparizyAmaH
8_pa.pa,kf,cakraTuH,kzan,cakzanaTuH
3_A.pa,mA,mimAmahE,hA,jihAmahE
4_pa.pa,snih,sizRehiTa,Sliz,SiSleziTa
7_A.pa,kzud,kzundantu,tfd,tfndantu
9_A.pa,vf,vavruH,prI,pipriyuH
1_A.pa,BrAj,BrAjyasva,ven,venyasva
7_A.pa,vic,viYcIya,kzud,kzundIya
6_pa.pa,il,elitAsmi,fz,arzitAsmi
6_A.pa,kfz,kfzyete,gur,guryete
7_pa.pa,Siz,SizyAvahE,und,udyAvahE
5_A.pa,kf,cakrire,aS,AnaSire
7_A.pa,kzud,kzottAsvaH,vic,vektAsvaH
3_pa.pa,pF,pipFTaH,viz,vivizWaH
5_A.pa,kf,kartAsmaH,ci,cetAsmaH
4_pa.pa,pluz,pluzyatu,Sliz,Slizyatu
4_A.pa,ri,rIyetAm,mfz,mfzyetAm
6_pa.pa,il,elitAraH,kuw,kowitAraH
7_A.pa,tfd,tfdyAsva,vic,vicyAsva
9_A.pa,vf,vfRIhi,prI,prIRIhi
8_A.pa,van,avanyeTAm,man,amanyeTAm
9_pa.pa,grah,agfhyeTAm,aS,ASyeTAm
10_pa.pa,guRq,aguRqayatam,kaRq,akaRqayatam
8_pa.pa,san,sanyeTAH,kf,kriyeTAH
10_pa.pa,kaRq,kaRqayetam,spfh,spfhayetam
10_A.pa,spaS,spaSayAvahE,Barts,BartsayAvahE
3_A.pa,mA,mimITAH,nij,nenijITAH
7_pa.pa,und,udyeran,vfj,vfjyeran
10_A.pa,spaS,spASayete,Barts,Bartsayete
6_pa.pa,kuw,akuwyata,il,Elyata
2_A.pa,duh,duhyatAm,SI,SayyatAm
7_A.pa,vic,vicyAsva,tfd,tfdyAsva
9_pa.pa,grah,gfhyaDvam,dF,dIryaDvam
10_A.pa,spaS,spASaye,kuts,kutsaye
9_A.pa,lU,alunIvahi,prI,aprIRIvahi
2_pa.pa,lA,lAyaDvam,kzRu,kzRuyaDvam
1_A.pa,DAv,DAvema,ven,venema
8_pa.pa,kf,kartAsTaH,kzan,kzanitAsTaH
3_A.pa,hA,ajihAtAm,mA,amimAtAm
10_pa.pa,kaRq,kaRqyate,guRq,guRqyate
2_pa.pa,lA,alAyanta,kzRu,akzRuyanta
10_pa.pa,spfh,spfhayasi,kaRq,kaRqayasi
10_pa.pa,spfh,sparhyaDvam,guRq,guRqyaDvam
10_A.pa,Barts,BartsyAvahe,kuts,kutsyAvahe
7_A.pa,vic,avicyetAm,tfd,atfdyetAm
7_A.pa,vic,viYcvahe,kzud,kzundvahe
3_pa.pa,pF,papara,BI,biBya
9_pa.pa,dF,dIryAvahE,aS,aSyAvahE
4_pa.pa,snih,snihyAt,Sliz,SlizyAt
10_pa.pa,guRq,guRqayizyAvahe,kaRq,kaRqayizyAvahe
5_A.pa,kf,kfRavE,aS,aSnavE
5_pa.pa,daG,adaGnutAm,Sak,aSaknutAm
10_A.pa,kuts,kutsayizyase,Barts,Bartsayizyase
1_A.pa,BrAj,BrAjeTe,DAv,DAveTe
5_pa.pa,Sak,SakyeTe,daG,daGyeTe
7_A.pa,kzud,kzudyAt,vic,vicyAt
6_A.pa,lip,lipyAsuH,kfz,kfzyAsuH
3_A.pa,nij,nijyetAm,mA,mIyetAm
9_pa.pa,grah,agfhyaTAH,aS,ASyaTAH
3_A.pa,nij,nenejE,mA,mimE
1_pa.pa,vah,UhAte,raYj,raraYjAte
3_A.pa,hA,ahAyanta,mA,amIyanta
3_pa.pa,pF,pipartu,BI,biBetu
9_A.pa,vf,avfRIta,lU,alunIta
8_pa.pa,san,sanyAsuH,kzan,kzaRyAsuH
10_A.pa,kuts,akutsayeTAm,Barts,aBartsayeTAm
10_A.pa,Barts,Bartsayeya,kuts,kutsayeya
4_A.pa,mfz,mamfzivahe,yuj,yuyujivahe
7_A.pa,tfd,tfndAtAm,kzud,kzundAtAm
10_A.pa,Barts,BartsayAva,kuts,kutsayAva
10_pa.pa,spfh,asparhyaDvam,kaRq,akaRqyaDvam
5_A.pa,ci,cinvatAm,aS,aSnuvatAm
9_A.pa,prI,prIRImaH,lU,lunImaH
10_A.pa,spaS,spaSayizyAmahe,Barts,BartsayizyAmahe
4_A.pa,yuj,yujyaDve,ri,rIyaDve
4_A.pa,yuj,yokzyAmi,ri,rezyAmi
7_A.pa,vic,viYcITAH,tfd,tfndITAH
8_A.pa,man,manyAvahE,van,vanyAvahE
1_pa.pa,svan,sasvana,raYj,raraYja
6_pa.pa,il,elizyAmi,fz,arzizyAmi
7_A.pa,kzud,akzundma,tfd,atfndma
3_pa.pa,pF,pUryAt,BI,BIyAt
7_A.pa,vic,vicyAsam,kzud,kzudyAsam
6_pa.pa,il,ilaTaH,kuw,kuwaTaH
5_A.pa,ci,acinvATAm,kf,akfRvATAm
9_A.pa,prI,prezyataH,lU,lavizyataH
5_A.pa,ci,cIyeTe,kf,kriyeTe
10_pa.pa,guRq,aguRqyAmahi,kaRq,akaRqyAmahi
5_A.pa,aS,aSyeTAH,kf,kriyeTAH
6_pa.pa,il,ilAvaH,fz,fzAvaH
2_A.pa,duh,aduhAtAm,SI,aSayAtAm
8_pa.pa,san,sanyE,kf,kriyE
8_pa.pa,kf,karizyete,san,sanizyete
8_pa.pa,kf,akriyAvahi,san,asanyAvahi
8_pa.pa,san,asanuta,kf,akuruta
1_A.pa,ven,vavenaTuH,DAv,daDAvaTuH
7_A.pa,kzud,kzuntsva,tfd,tfntsva
9_A.pa,prI,prIRIhi,lU,lunIhi
1_A.pa,DAv,daDAvimahe,BrAj,baBrAjimahe
10_pa.pa,kaRq,kaRqayAma,spfh,spfhayAma
5_pa.pa,daG,daGnuyAma,spf,spfRuyAma
4_pa.pa,pluz,pluzyanti,snih,snihyanti
2_A.pa,hnu,hnUyAvahe,duh,duhyAvahe
7_pa.pa,Siz,aSiMzwam,vfj,avfNktam
5_A.pa,aS,aSizyase,kf,karizyase
1_A.pa,DAv,aDAvetAm,BrAj,aBrAjetAm
2_A.pa,SI,aSemahi,hnu,ahnumahi
10_A.pa,spaS,aspASayetAm,kuts,akutsayetAm
7_pa.pa,vfj,vavarjiTa,und,uvondiTa
8_pa.pa,san,sena,kzan,cakzana
4_pa.pa,Sliz,Slizyante,pluz,pluzyante
4_pa.pa,snih,snihyatAm,Sliz,SlizyatAm
1_A.pa,BrAj,BrAjyAsva,ven,venyAsva
8_pa.pa,kzan,kzaRuzva,kf,kuruzva
5_A.pa,aS,aSyaDvam,kf,kriyaDvam
7_pa.pa,Siz,aSizyata,und,Odyata
3_pa.pa,viz,vivizWa,pF,pipFTa
1_pa.pa,vah,vahAvaH,svan,svanAvaH
1_pa.pa,svan,svanyeDvam,raYj,rajyeDvam
9_A.pa,prI,prIRIyAva,vf,vfRIyAva
9_A.pa,lU,alunITAH,prI,aprIRITAH
9_A.pa,lU,lunITAH,prI,prIRITAH
1_pa.pa,svan,svanyAstAm,raYj,rajyAstAm
6_pa.pa,il,ileta,kuw,kuweta
10_A.pa,spaS,spaSayitAsmaH,Barts,BartsayitAsmaH
7_pa.pa,vfj,vfjyAvahE,und,udyAvahE
6_A.pa,lip,lipyAstam,gur,guryAstam
9_A.pa,lU,lunAmahE,vf,vfRAmahE
2_A.pa,SI,SayE,duh,dohE
6_A.pa,gur,jugurAte,kfz,cakfzAte
8_pa.pa,kf,karizyataH,kzan,kzanizyataH
2_A.pa,duh,duhyeyAtAm,hnu,hnUyeyAtAm
10_A.pa,Barts,BartsyAmahe,kuts,kutsyAmahe
4_A.pa,yuj,yokzyaDve,ri,rezyaDve
7_A.pa,kzud,kzotsyate,vic,vekzyate
1_pa.pa,svan,svanitAsvaH,raYj,raNktAsvaH
8_pa.pa,san,sanitAsTaH,kf,kartAsTaH
1_pa.pa,svan,svanitvA,vah,UQvA
9_A.pa,prI,aprIRAtAm,vf,avfRAtAm
7_pa.pa,und,unditAsmi,Siz,SezwAsmi
10_pa.pa,kaRq,kaRqayAvahe,guRq,guRqayAvahe
5_A.pa,aS,aSyAsam,ci,cIyAsam
6_pa.pa,kuw,akuwyAmahi,fz,ArzyAmahi
9_A.pa,vf,avfRImahi,lU,alunImahi
1_A.pa,DAv,aDAvyaDvam,ven,avenyaDvam
7_A.pa,vic,vicyeyATAm,tfd,tfdyeyATAm
8_pa.pa,kf,kurvatAm,kzan,kzaRvatAm
8_pa.pa,kzan,kzaRuTa,san,sanuTa
7_pa.pa,vfj,vavfjiva,Siz,SiSiziva
8_A.pa,man,amanyata,van,avanyata
10_A.pa,spaS,spaSayeTAH,kuts,kutsayeTAH
5_pa.pa,daG,daGyAt,Sak,SakyAt
1_pa.pa,raYj,rajyetAm,vah,uhyetAm
4_A.pa,ri,rIyAH,yuj,yujyAH
10_pa.pa,kaRq,kaRqayatAm,guRq,guRqayatAm
4_pa.pa,pluz,pluzyeyAtAm,Sliz,SlizyeyAtAm
9_pa.pa,dF,dIryeTAm,aS,aSyeTAm
4_pa.pa,pluz,apluzyatam,snih,asnihyatam
1_pa.pa,raYj,rajyAsta,vah,uhyAsta
10_pa.pa,spfh,spfhayizyAvaH,kaRq,kaRqayizyAvaH
10_pa.pa,kaRq,kaRqaya,guRq,guRqaya
5_A.pa,kf,kriyAstam,aS,aSyAstam
6_A.pa,kfz,akfzyanta,lip,alipyanta
4_pa.pa,snih,snihyAstam,Sliz,SlizyAstam
4_pa.pa,Sliz,aSlizyan,pluz,apluzyan
10_A.pa,Barts,Bartsayante,spaS,spASayante
1_pa.pa,vah,uhyemahi,raYj,rajyemahi
8_pa.pa,kzan,kzaRyAsam,san,sanyAsam
1_A.pa,DAv,DAvAmahE,BrAj,BrAjAmahE
3_A.pa,hA,jahe,mA,mame
8_pa.pa,kzan,akzaRoH,san,asanoH
8_pa.pa,kzan,kzaRyAstam,san,sanyAstam
7_A.pa,tfd,tfntTaH,kzud,kzuntTaH
4_A.pa,ri,rIyate,mfz,mfzyate
5_A.pa,aS,ASyata,ci,acIyata
10_pa.pa,guRq,guRqayizye,spfh,spfhayizye
8_pa.pa,san,sanyete,kzan,kzanyete
4_A.pa,ri,riryuH,mfz,mamfzuH
5_pa.pa,spf,spfRuyAm,daG,daGnuyAm
3_A.pa,nij,nijyAsam,hA,hAyAsam
7_A.pa,tfd,atfntTAH,vic,aviNkTAH
3_A.pa,mA,mIyeya,hA,hAyeya
9_A.pa,lU,lunAti,prI,prIRAti
2_A.pa,SI,SayyAsuH,hnu,hnUyAsuH
3_A.pa,nij,anijyetAm,mA,amIyetAm
5_A.pa,ci,acIyaTAH,kf,akriyaTAH
9_A.pa,vf,avfRi,prI,aprIRi
1_pa.pa,raYj,rajyeTe,svan,svanyeTe
10_pa.pa,spfh,spfhayeTAH,kaRq,kaRqayeTAH
1_A.pa,ven,venasi,DAv,DAvasi
1_A.pa,ven,avenyAvahi,DAv,aDAvyAvahi
7_A.pa,vic,vekzyete,kzud,kzotsyete
3_pa.pa,viz,vivizyAma,pF,pipFyAma
1_pa.pa,vah,avahatam,raYj,arajatam
4_A.pa,mfz,amfzyAva,yuj,ayujyAva
1_pa.pa,svan,svanyAsva,raYj,rajyAsva
7_pa.pa,und,UndaTuH,vfj,vavfjaTuH
3_A.pa,mA,mimATAm,nij,nenijATAm
6_pa.pa,il,ElyetAm,kuw,akuwyetAm
6_A.pa,lip,limpe,gur,gure
5_A.pa,ci,cikyATe,kf,cakrATe
7_pa.pa,vfj,avfjyata,Siz,aSizyata
5_pa.pa,Sak,SakyAsta,spf,sparyAsta
6_A.pa,lip,lepsye,gur,gorizye
4_A.pa,mfz,mfzyAt,ri,rIyAt
9_A.pa,vf,vavAra,lU,lulAva
3_pa.pa,BI,biBayAni,viz,vivezARi
1_A.pa,BrAj,BrAjitAraH,ven,venitAraH
9_A.pa,lU,lunIyAH,vf,vfRIyAH
6_pa.pa,il,elizyanti,fz,arzizyanti
5_pa.pa,Sak,aSaknot,daG,adaGnot
9_A.pa,prI,prIyaDvam,vf,vriyaDvam
3_A.pa,nij,nenije,hA,jihe
10_A.pa,kuts,kutsayAvaH,spaS,spASayAvaH
5_pa.pa,Sak,aSaknoH,spf,aspfRoH
6_pa.pa,fz,fzyAmahE,il,ilyAmahE
7_A.pa,vic,aviYcmahi,kzud,akzundmahi
9_A.pa,vf,vriyAsam,lU,lUyAsam
4_pa.pa,snih,snihyAmahe,pluz,pluzyAmahe
5_A.pa,ci,cinavAvahE,aS,aSnavAvahE
1_A.pa,ven,venaTaH,DAv,DAvaTaH
1_A.pa,BrAj,BrAjizyeTe,DAv,DAvizyeTe
6_pa.pa,il,ilyeTAm,kuw,kuwyeTAm
5_A.pa,aS,aSitAsi,kf,kartAsi
5_A.pa,aS,ASyetAm,ci,acIyetAm
10_A.pa,Barts,aBartsayat,kuts,akutsayat
5_pa.pa,daG,daGyeyATAm,spf,sparyeyATAm
2_A.pa,hnu,ahnUyanta,SI,aSayyanta
5_pa.pa,spf,spartArO,daG,daGitArO
8_pa.pa,kzan,kzanyase,san,sanyase
4_A.pa,yuj,yuyojiTa,mfz,mamarziTa
2_A.pa,duh,duhyE,SI,SayyE
4_pa.pa,snih,asnihyata,Sliz,aSlizyata
10_A.pa,spaS,spaSayitAsTaH,kuts,kutsayitAsTaH
2_pa.pa,lA,lAyAtam,kzRu,kzRuyAtam
5_pa.pa,Sak,SaknuyAt,daG,daGnuyAt
10_A.pa,kuts,akutsayatAm,spaS,aspASayatAm
5_A.pa,ci,cetAsTaH,aS,aSitAsTaH
7_A.pa,tfd,atfntta,vic,aviNkta
7_A.pa,tfd,atfdyata,vic,avicyata
8_A.pa,van,vanyeran,man,manyeran
6_pa.pa,il,elitAsvaH,kuw,kowitAsvaH
6_pa.pa,fz,fzyAvahE,kuw,kuwyAvahE
5_A.pa,ci,cIye,aS,aSye
5_A.pa,aS,aSyAt,kf,kriyAt
1_pa.pa,svan,svanAvaH,raYj,rajAvaH
3_A.pa,nij,anenijata,mA,amimata
7_pa.pa,vfj,vfjyAstAm,und,udyAstAm
3_A.pa,nij,nijyE,hA,hAyE
9_A.pa,prI,aprIyeTAm,lU,alUyeTAm
1_pa.pa,vah,uhyAvahe,svan,svanyAvahe
9_A.pa,vf,vfRIran,lU,lunIran
2_pa.pa,kzRu,kzRuyAt,prA,prAyAt
6_A.pa,gur,guryetAm,lip,lipyetAm
10_pa.pa,guRq,guRqayata,spfh,spfhayata
5_pa.pa,daG,daGnuyuH,spf,spfRuyuH
6_pa.pa,fz,arzitArO,il,elitArO
9_A.pa,lU,lunAte,prI,prIRAte
2_pa.pa,lA,lAma,prA,prAma
7_A.pa,vic,vicyeya,kzud,kzudyeya
5_A.pa,ci,cezyante,aS,aSizyante
10_A.pa,spaS,spaSayitArO,kuts,kutsayitArO
10_pa.pa,guRq,guRqyetAm,spfh,sparhyetAm
